Location_Name,Located_City,Location,Location_Type,User_ID,User_Location,User_Locale,User_Contributions,Travel_Date,Published_Date,Rating,Helpful_Votes,Title,Text
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5772,Chichester,en_UK,23,2016-01,2016-01-22T22:21:51-05:00,5,0,Magical walk through the forest,Really enjoyed climbing through the jungle to access Ritigala site - very beautiful and hardly anyone else.  
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5773,"Melbourne, Australia",en_AU,145,2016-01,2016-01-16T07:50:45-05:00,5,0,Total beauty,"This place just resonates peace and tranquility. The walk is picturesque and when you reach the top there is a beautiful little steam to cool your feet off in. Which is ideal because it is pretty hot and humid. One little warning, beware of the little leeches, wear insect repellant..."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5774,"Paris, France",fr,2,2015-03,2015-03-30T11:50:37-04:00,5,1,Amazing!,"Great place, nature and ruins are incredible, you can easily spent half a day exploring the ruins in the jungle ! (... in theory, you do not have to exit the patch. In theory...)

Transport to this place is complicated, you can get closer but bus, but you will have to take a tuktuk for the last km."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5775,uk,en_UK,167,2015-03,2015-03-29T09:32:31-04:00,3,2,Could be better,Difficult to get to - We arrived with our driver at the faded and unused 'visitor centre' where we had to transfer to a tuk-tuk as the track was too muddy for vehicles. We came here as it sounded interesting in the lonely planet description but it wasn't that great. The part you can access (the rest is a protected area) has been part restored and there are some paths relaid. There is a fair bit of scrambling to do though which makes it more exciting but there is little to see here really and even the 'carved urinal' was a bit disappointing. Visit if you are passing but don't go out of your way.  
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5776,"Doncaster, United Kingdom",en_UK,468,2015-01,2015-02-22T02:53:00-05:00,5,2,well worth it if you have time,"We arranged to visit here with our tour guide, so was driven in a jeep there.  We visited on a Sunday and there was no one else there.  It is govt run and a donation is asked for, we gave 500 each, which was incredibly good value for money.  We spent around 2 hours wandering about, at a nice steady pace.  Some of it is uphill but not too taxing.  There is a tank, ruins, arches, a blood tree, queens toilet, executioners block - all in a jungle setting.  It is tranquil, you can hear the birds singing, waterfalls, frogs etc.  Lots of unusual rock formations and large trees.  The hills surrounding were swathed in clouds.  Lots of photo opps and by the time we had left we saw 3 other tourists.  Shame about the scabby dogs but they were everywhere in SL.  Would definitely recommend if you have time to visit."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5777,"cape town, south africa",en_US,106,2015-01,2015-02-18T02:08:29-05:00,5,3,Peace and Tranquility,"We arrived after the monks had their meal and was offered food, but we declined. Loads of village people were coming in to enjoy a free meal.
We walked up the 200 steps or I walked up the path which ran next to the steps. At the top in this forest setting was a peacful stupa area. You can just sit or do a meditation in this tranquil setting."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5778,"London, United Kingdom",en_UK,1,2015-01,2015-01-20T22:45:00-05:00,5,3,Excellent Countryside,Must visit. Lovely countryside. You have to see visit as to see the true nature of Sri Lanka. It is very important if you a Buddhist too.
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 1765,"London, United Kingdom",en_UK,9,2014-11,2014-12-15T12:32:24-05:00,5,2,Mysterious,"Amazing atmospheric temple complex, buried into some truly deep jungle, get a local Tuk Tuk driver to take you there. "
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5779,belgium,en_US,20,2014-11,2014-12-14T21:36:43-05:00,4,1,Nice track although not too long,"You'll have to conquer a bit of bad road to get there. 
Our visit however was quite nice. It's a short track, climbing smoothly and it's a nice place in general. According to our travel book, in the past you could climb to the top and there was an entrance fee, but this is old information as you are not allowed anymore to climb further into the jungle.
Visit is free and you are expected to give something. The guy at the entrance did not seem that happy with our 1000 rupees, although in my opinion it's enough."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5780,"Bangkok, Thailand",en_US,116,2014-12,2014-12-14T05:10:10-05:00,4,1,Unique experience in the jungle,"As others have said, Ritigala does have a bit of an Indiana Jones feel to it, although pretty much all that's left is the foundations of buildings and walk paths. I was the first one there in the morning (at 9am), so I had the whole place free to myself to walk around. A couple of groups came after me, but I only saw them on the way out. I was able to get a tuk tuk driver to take me there and back for 1,000 LKR, which also included him walking me around the site. The staff informed me right away that it was a donation to enter, and did not try to trick me into paying anything as others experienced. I spent a couple of hours there, and really enjoyed it. I would definitely recommend it for anyone who is interested in getting away from the crowds for a bit and seeing some decent ruins and massive trees."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5781,"Warsaw, Poland",en_SG,40,2014-03,2014-11-20T03:50:24-05:00,5,3,Great jungle treck a la Indiana Jones,"Practical info: you can GET HERE from Habarana by bus, get off at Ritigala. You will see a sing pointing the direction to the ruins. According to tthe sign it's 9 km. Away. That's why there will be tuk tuk drivers waiting there. They want 1500 LKR (after Bargaining) two ways. The only thing is that They want you to do the treck in an hour while you can easily spend 3 hours there.
The ENTRANCE FEE is an obligatory donation, you will pay it in a small office at the entrance . Don't let the tuk tuk driver see how much you donate. 
After that you can enjoy yourself exploring the area. Don't be afraid to leave the path and explore also sideways. That's how we found a lookout called the Fort. A nice place to have breakfast. 
If you sit there for some time you will see rare birds which come there to drink water.
When you will get to the top of the path after seeing a few ruins you will see the sign of a restricted reserve area. Big rare langurs live there. They are called ""bear monkeys"". We were able to See two of them close to the border of their area.
Don't forget to bring mosquito repellent."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5782,"Hamilton, ON",en_US,37,2014-10,2014-11-03T10:10:17-05:00,5,3,Hidden Ruins,"Having been intrigued by pictures of this place we decided to make the trip out here to see the ruins.  We took a bus bound for Anuradhapura and got off at the Ritigala Junction.  From there we took a tuk-tuk.  This felt like a rip-off as the driver ended up charging us 1300 rs.  I could tell we were paying a good rate as he was smiling for the whole trip.  Anyhow once you start up the trail to the ruins you will forget about any tuk-tuk negotiations.  At the site we were told there was an entrance fee of (I want to say) 1300 rs. each, which we balked at.  We were then asked to make a donation of 500 rs. each which seemed more reasonable. 

There was no one else on the trails and we had plenty of time to explore the various ruins.  There were small offshoots at some of the trails where there were some significant additional ruins.  Make sure you've got an hour or two to explore everything.  Highly recommended if you are down with photography."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5783,"Mumbai, India",en_US,121,2014-03,2014-09-27T20:20:23-04:00,5,0,Hidden wonder,"While the climb was a bit gruelling in the heat, Ritigala was well worth it. We chanced upon a guide, which was a good thing, as he could tell us what each ruin was. The water tank and stairs are remarkably well-preserved. Be sure to wear good shoes and carry mosquito repellent."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5784,"Montreal, Canada",fr,20,2014-07,2014-08-31T12:55:58-04:00,5,3,You might be the only tourist there!,"Me and my girlfriend went there on our motorbike. It was personally one of my best visits in 4 weeks in Sri Lanka. Unlike ancient ruins like Polonnawura where theres a lot to see but also so many tourists and you feel like in a museum, this place lets you explore as you are ALL BY YOURSELF. All we saw was the guy at the entrance, 4 dogs and another couple.

Theres a main track that you can follow up and down and see a few site, but the fun begins when you look around, in the forest, and try to look for ruins.

Look in the jungle for the faint tracks leading to sites or the big stone sticks, hinting that something cool is around. On our way down we realize there was so much to discover outside the beaten track. Everytime I went deeper in the forest I found another cool thing, remains of a praying site, mysterious grottos, name it.

Sites arent as impressive as the other touristic ruins, but the fact that youre discovering them yourselves and that youre all alone really adds to the experience.

You really do feel like Indiana Jones! The entrance is free (but a volontary donation is asked) and a bit hard to find."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5785,N yorks,en_US,273,2014-08,2014-08-09T02:10:01-04:00,5,0,almost indiana jones!,"Great jungle ruins, quiet with few visitors adding to the experience as monkeys scream in the tree tops, and lizards scuttle across the ruins.  A bit too dry to feel really Indiana Jones, children had been hoping for king Louis from the jungle book!  But they still described it as awesome.
Entrance was donations, no guide pushed on us so we were free to wander for a couple of hours.
Amazing granite blocks, how did they do it?  Worth detouring of the paved path to find the lookout fort, which was the highlight for us.
Very basic toilets.  Take water."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5786,"Paris, France",fr,6,2014-06,2014-08-05T06:54:44-04:00,4,0,Nice hidden site,"Ritigala is a nice site, quite different from Polonawura and Adurnarhupa. The site is in the jungle, with a few temple ruins to visit, and deserves a trip if you're around.
However, the site should should be free, but the people of archeological department asked us to pay 10$/person to come in (of course without any receipt...). Our guide even went at the end to take his commission."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5787,"Stellenbosch, South Africa",en_US,123,2014-06,2014-07-27T09:07:18-04:00,4,0,Nice forest few tourists,"Went to Pidurangala rock and Ritigala ruins by tuc tuc from Habarana, was a nice trip. The forest was nice, some big impressive trees making for nice photos, not many or really amazing ruins, there is no official entrance fee, leave a donation at your own discretion. Nice walk, worth the hour or so stop if you go to Lion Rock or Pidurangala rock."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5788,"Tampere, Finland",en_US,125,2014-06,2014-06-23T23:03:33-04:00,4,2,Quiet and peaceful walk in the jungle,"The ruins are not particularly breat taking, but it was enjoyable walk through the jungle. I also foun the ruins intriguing even though they were not very massive or spectacular. There were only a couple of tourists so itwas possible to explore the ruins in peace and silence and spot lizards and monkeys. Felt a little like Indiana Jones :). It was very clean, no trash around. There is no admission fee but a donation is expected, we donated 1000 rupees each."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5789,"Aylesbury, United Kingdom",en_UK,188,2014-05,2014-06-08T13:30:51-04:00,4,0,Quite a route march in the heat!,"This was a lovely - if somewhat demanding - climb through the jungle to see ancient monastic ruins. Very enjoyable however, with knowledgable guide."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5790,"Brisbane, Australia",en_AU,417,2014-04,2014-05-10T22:47:51-04:00,4,0,Great walk,This was a great walk up through rainforest to ancient Buddhist monastic ruins. The forest was lovely and we got to see plenty of wildlife. The walk up is reasonably strenuous but worth the effort. The ruins themselves are not extensive and there is a lot to see but they are very interesting in their own right.
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 4735,"Helensburgh, United Kingdom",en_UK,98,2014-04,2014-05-05T08:43:00-04:00,3,4,"Pleasant walk in the forest, that's about it.","On reading some of the reviews of Ritigala on TripAdvisor, I was expecting some kind of Indiana Jones-esque ancient ruin in the jungle.  It's not.  

As we had already used half a day in a Sigiriya visit, my partner and I decided to take a trip to nearby Ritigala during our final day in the Habarana area.  Our driver took us as far as he dared and we then clambered aboard the the tuk tuk that had followed us from Habarana (on reflection, we should have just got the tuk tuk from there).   After a short ride along a bumpy dirt track, we arrived at a few scruffy buildings and were ushered inside one to sign the visitor book and also pay the 'donation' fee of 500Rs each.   can't complain about the 500Rs as that is pretty much pocket change to most westerners.  From there we were offered a tour guide to which we declined as we preferred just to explore ourselves.  

The ruins are not impressive at all - they don't seem particularly ancient.  If you've been anywhere there are some impressive ruins  - e.g. Pompeii, Athens or Latin America, you might even walk past the Ritigala ruins assuming that the real ruins are further on.  Well, they aren't.   When you reach a point where there's a square with some old building foundations, the rest of the path is blocked off - apparently it's because of the risk from dangerous wildlife (snakes, scorpions etc)..   I'd actually have been quite interested in seeing some of those but safety first, I suppose.

On the positive side, it's a reasonably pleasant walk in the forest with all the Sri Lanka forest noises that you'd expect - we didn't see much in the way of wildlife -  a few interesting bright red bugs and a couple of monkeys in the trees but it's more of a walk in the park than a walk on the wild side.

Truthfully, I'd skip Ritigala unless you have a lot of time to kill and have run out of other things to do.

+ Fairly secluded/not very busy
+ free/donation
+ pleasant forest walk

- ruins distinctly unimpressive
- top is blocked off"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5791,"London, United Kingdom",en_UK,33,2014-04,2014-04-18T03:01:00-04:00,5,2,Monastery,"This is very beautiful. There is a small parade of huts before entering the park. Do take time to have a drink called ""orange"" even though it is green. Really refreshing. The park is beautiful with a very old Buddha stature. Be respectful and cover your shoulders and legs from the knees up when entering the park. "
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5792,"London, United Kingdom",en_UK,58,2014-03,2014-03-05T15:04:53-05:00,3,0,Very pleasant morning trip,Nice walk and interesting remains of old monastery .  The road there is in very bad condition making it difficult for cars. Tuk tuk drivers offer trips to the site. They charge 1500 rupees.  The driver we ad ave a very good tour for tge price and was very knowledgeable about the area.
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 2522,"Perpignan, France",en_US,121,2014-02,2014-03-02T01:31:18-05:00,4,0,Alone in the jungle,"Well worth the walk up to the site. Our car couldn't drive the last 2km, so we walked, not after been warned to be very carefully, staying on the track and turning back immediately should we meet wild elephants. Well we did not them and arrived at the site which is completely forlorn in the jungle. I've never seen trees of this size and age - it's simply amazing. Even the tiny rests of the monastery are impressive. A visit absolutely to do if you are near!"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5793,"London, United Kingdom",en_us,791,2014-02,2014-03-01T02:40:11-05:00,4,0,Worthwhile the little detour,"Don't expect mayor ruins or heavily restored temples, but, as one guide book described it, it is a bit of an Indiana Jones experience. I loved the fact that we were the only visitors and the fact that it is a nice walk through a lush forest. The site itself is fairly small and one can cover it easily in 1 hour.  
Despite what some guide books say, entrance is free. 
The only negative thing is that, should you have a driver, he will likely refuse to drive the  last 1.5km of dirt road. The only tuktuk driver around demands Rs 1300, which is far too much. You can even walk there really. 
Recommended "
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5794,"York, United Kingdom",en_UK,174,2014-02,2014-02-12T21:33:53-05:00,5,1,Tranquil setting,"Set deep in the forest, a very peaceful place.  We went early morning arriving 8.30 and were the first visitors of the day.  We got a real sense of the peace and tranquility of the place  helped by our excellent driver and guide.  Even with the rough guide, we felt it was very helpful to have a guide to lead us around. A truly magical place"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5414,"Dubai, United Arab Emirates",en_US,104,2014-01,2014-02-04T09:38:16-05:00,5,1,Forest Scramble,"This is seldom visited but is real forest scrambling up a clear trail across huge boulders beside a stream to a hidden ruined monastery. Beautiful, trees were full of monkeys telling us to go away crashing through the branches. magical. So glad we added it to our itinerary."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5795,Melbourne,en_US,35,2013-12,2013-12-10T16:33:35-05:00,5,3,All to ourselves,"Went here yesterday. Jeep ride to the entrance was fun. Cool breeze a relief. The site is  Truly beautiful and amazing in terms of the ruins, the history and the jungle setting. The view from the monk library was fantastic too. Walk is totally do able and worth it."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5796,"Kirchdorf, Germany",en_US,11,2013-09,2013-09-23T09:33:26-04:00,5,0,take a good antimoskito lotion with you...,"Ancient monastery around 30 min walking from the parking lot in the jungle,spotting termiten,kameleons,eagles and huge beautiful trees.."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5797,"Urmston, United Kingdom",en_US,19,2017-01,2017-02-12T06:27:32-05:00,5,1,Beautiful and peaceful.,"Definitely recommend a trip to the beautiful and peaceful Ritigala. Although we chose not to hire a guide in most places we visited, a guide is helpful at Ritigala to make the most out of your visit. Lots of wildlife to see. A bit of a hike to see all the ruins but the walk is under the cover of a canopy of trees."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5798,"Bengaluru, India",en_US,3,2017-02,2017-02-05T19:57:32-05:00,5,1,Great hiking,Bit tied to hike but it was so good to did that hiking. once you climb up to the mountain you can see whole area which was amazing. On  the way to the top of the mountain we saw some old monetary ruins. I heard that it was a old castle. Great adventure to do if you hanging around dambulla.
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5799,"Lodz, Poland",en_US,71,2017-01,2017-02-04T06:10:44-05:00,5,1,another super place full of good energy,"It is told that Budda during his visiting Sri Lanka visited that place I mean Ritigala Monastery.
This is beautifull place full of positive energy, calm and green.
You can walk and find the ruins of old  monastery .
really nice place."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5800,"Singapore, Singapore",en_UK,57,2017-01,2017-01-29T17:49:11-05:00,4,0,Off beaten track ,Very few tourists come here which is a good respite from the crowds at other major attractions . Peaceful n serene .
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 2429,"Worcestershire, United Kingdom",en_US,549,2017-01,2017-01-29T02:07:38-05:00,5,0,Very enjoyable walk,"Ritigala is about 30 minutes drive from Habarana, there is a small entrance fee but the area is very quiet and we'll worth a visit. The walk around the ruins is not difficult, we spent about an hour there and could have stayed longer. Do read about the history before you go so that you can fully appreciate the area."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5801,"Ashfield, Australia",en_AU,10,2016-12,2017-01-14T09:13:45-05:00,5,1,Nice walk full of suprises,"We drove from Habarana and it was about 30 minutes drive. The walk itself is 90 minutes return with easy to moderately difficult due to granite steps. However it is far easier than other hikes as Seegiriya or Mihintale due to ancient paved footpaths. The vegetation is different to surrounding dry zone and takes you to another world. The real star is the ruines of a monastery with a hospital and a massive pool all made of granite. Pay attention to precisely 'joined' gapless granite paving stones. A guide is highly recommended if you didn't know the details. It is less visited than other main sites in the cultural triangle, I think mainly because Sri Lankan history books/school curriculum seems to give it enough respect, hence not hugely popular with locals. Thoroughly enjoyed the visit with large group of people including small kids (5y+)"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5802,"Bury St. Edmunds, United Kingdom",en_UK,47,2017-01,2017-01-14T04:03:45-05:00,5,1,It's just a pile of stones in the jungle....,"However if you pause to consider how these stones were cut and placed in the area, it's pretty mind blowing!   Not too difficult an ascent and we arrived at 12.30 today. Mostly visited by the ""off the beaten track"" tourist and we spoke to a lovely English couple who had years on us and still climbed to the top!  A lot of Sri Lankans come here and it certainly wasn't crowded.   We loved it, shame I was suffering from the after effects of dodgy belly and by the time we reached the last sunken garden I had barely enough strength to drag myself up the path to view the enormous tree roots that form the ""fort"". Was it so worth it to go, absolutely. Get there before the word gets out!! Cost for two tourists LKR 600"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5803,California,en_US,53,2017-01,2017-01-10T20:18:35-05:00,3,0,Great if you have the time and like Ruins.,"I personally liked this experience but I could see people being disappointed if they expecting a lot. Its ruins after all. But I enjoy the slight hike and especially the ""hospital"" of these ruins. Do yourself the favor and either research it before, or get a cheap guide to get more out of the experience. "
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5804,Brisbane,en_US,37,2016-12,2017-01-06T02:58:12-05:00,5,0,Worth visiting,"Went with our guide. Quite a hike up rocky paths but manageable if moderately able.
Mostly through rain forest. My husband picked up a tick. No leeches though and it was a drizzly day. Hard to get your head around how ancient this place is. Guide recommended"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5805,"Cormeilles-en-Parisis, France",fr_FR,57,2016-10,2016-10-18T11:13:15-04:00,4,0,Hike in the jungle,Very nice hike through the ruins of a Buddhist monastery. Lost in the jungle. Very few (if any) tourists. Most of the walk is in the shade.
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5806,"Cape Town, South Africa",en_US,44,2015-01,2015-10-28T08:16:51-04:00,4,0,Retreat in the forest,What an amazingly beautiful and serene spot in the middle of the forest. A long drive to get there but such a welcome  from the locals who had just finished serving lunch to the monks and offered us a meal. 
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5807,"Rome, Italy",en_US,26,2015-10,2015-10-06T23:14:28-04:00,3,1,Relaxing walk in the jungle,"Nice, failry short walk in the jungle and interesting ruins. Easy to climb and lots of beautiful trees."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 2571,"Myrniong, Australia",en_US,248,2015-10,2015-10-01T23:08:49-04:00,5,1,definitely worth the visit!,"This was probably my favourite activity so far this trip. We went in the morning, by tuk tuk, and luckily we had the mountain to ourselves. The peace and serenity, only interupted by the sounds of the jungle, was so nice compared to the noise and hustle of tourists at the other ancient sites. If I was short of time, I would go here instead of Dambulla Rock, unless you are really interested in more statues of Buda. Gamini, out tuk tuk driver walked with us and explained some of the interesting features, as well as telling us about the different trees and creatures we encountered. It must have been a massive feat of engineering 1500 years ago to get the massive granite slabs up the mountain and in place. Great.
P.S. free of charge, just a small donation required.;"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5808,"Hove, United Kingdom",en_UK,39,2015-09,2015-09-26T05:47:08-04:00,4,0,don't go out of your way,"A good place to wander around the ruins, bit of a hike, take lots of water. Not much about the history of the place though. I wouldn't go out your way to visit, but do if just passing. Free to go in, though a donation is asked for.
Only wildlife we saw were loads of butterflies! And an elephant poo!"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5809,"London, United Kingdom",en_US,18,2015-09,2015-09-18T09:58:30-04:00,5,1,WOW - another gemstone in Sri Lanka's archeological heritage.,"Amazing.  Ritigala has only recently opened for tourists, it is an ancient Buddhist monastery and the highest mountain in Northern Sri Lanka. The ruins and rock inscriptions date back to 1st century BC.  I recommend combining a trip to Ritigala with a stay at the Forest Rock Garden Hotel which is magnificent and won Green Hotel of the Year 2015"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5810,"Brussels, Belgium",fr,22,2015-08,2015-08-23T05:58:40-04:00,4,2,A nice place to visit if you have nothing better to do !,"Although not as impressive as Sigirya, Ritigala is worth a visit !
This place used to be a Monastery where some monks, originally educated in Anuradhapura, established to help local people.
Unfortunately, there is absolutely nothing to be found in English and this is a pretty remote area. "
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5811,"Richmond, United Kingdom",en_US,34,2015-08,2015-08-10T02:36:53-04:00,5,2,Another perfect day in Sri Lanka,"We went by tuk tuk to Ritigala from Haberana with a great guy called Minda (probably spelt wrongly). Minda was an expert bird spotter and took us on a side trip to a lake where we saw an alligator, frogs, and eagles. We didn't bother with a guide at Ritigala, Minda came with us and pointed out various things of interest. The place is really atmospheric and although the buildings are in ruins, it is amazing to imagine the civilisation that created the monastery. On the way back we diverted to Habarana Lake where Minda showed us a monitor lizard - a great day out."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5812,"Copenhagen, Denmark",da,164,2015-07,2015-07-30T02:59:31-04:00,5,0,a walk in the jungle,"great place to visit, not a lot of tourists, you can hear and maybe see the monkeys and you see lots of abes. Remember to bring something to drink. The walk takes around 2 hours."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5813,"Dublin, Ireland",en_GB,72,2015-07,2015-07-20T07:09:33-04:00,5,2,Amazing place,"Great place to visit. Not many do it but it is worth the effort. You can now drive up to the site - apparently this was not possible before. 
You have to sign in (name ,passport details etc) for the site and a donation is requested. 
There are a lot of steps up to the top but there are lots of places to stop and see different parts of the temple. Some of the paths are through the forest which is good.
The ancient monastery is inside a national park but we did not see any animals only monkeys though we did see elephant droppings.
"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5814,The Netherlands,nl,20,2015-07,2015-07-15T02:46:18-04:00,5,1,Treasure hunt,"We went here with a local guide, who, if you ignore the requests for doubling his fee due to a 'sick child', is a good guy. Our children (6 & 4) were fascinated by the stories of cobra houses, elephant attacks and special medicine trees. They were playing 'Tomb Raider', looking for clues to find the lost treasure (magic medicine) of the Buddhist monks who once lived in this beautiful forest location. Just make sure you stay on the trails"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 911,Austria,en_MY,121,2014-10,2015-07-06T22:35:41-04:00,4,0,Amazing mouton hard to access - By Serendib Traveller,Ritigala consist an ancient Buddhist monastery and mountain in Sri Lanka. Amazing geography so unusual located in the dry zone. Still no proper directions to reach up to the mouton. At the peak that weather almost similar to central hill country. But still open up to the monastery and archaeological sight. some times need to use a hard drive car or a jeep to drive through humph road. Im only recommend this to people like to take feel the real trekking experience in this non residential forest with a better organization.
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5815,"Brooklyn, New York",en_US,7,2015-03,2015-06-12T04:32:46-04:00,5,0,fascinating ruins; horrible access road,"highly recommended if you are interested in Sri Lankan flora and fauna, early Buddhism or a pleasant but steamy 2-hour hike"
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 5816,"Ljubljana, Slovenia",en_US,56,2015-04,2015-05-19T22:05:51-04:00,3,2,Nothing really special,"I was expecting more of this place as I have read all the previous reviews. The place is in the middle of the forrest indeed, but there is really not much to see and the landscape is not breathtaking either. There are mostly conserved floor plans with some original stones... and lots of mosquitoes. You can see much more lush and green forrest with ""Indiana Jones feel to it"" in other parts of Sri Lanka (Pidurangala or Knuckles range for instance). 

Lonely planet description is also idyllic but don't get your hopes up. There is also one disinformation in the 2015 guide - there is no admission to this place. The guide says 10 USD. In fact you're only asked for a donation (so it's up to you how much you're willing to give). 

All in all it's a good place to kill some time but nothing really special. Personally I'd skip this place if I ever came back."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 3140,"Goole, United Kingdom",en_UK,31,2020-02,2020-03-22T01:44:23-04:00,5,2,1 of 4 Seniors in Sri Lanka,"Unesco Site an ongoing archaelogical dig. Very interesting. Bit of a clinb to get to main building over rocks and streams but worth the effort. The viewes for the Library was great.plenty of trees and plants, very restful place."
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 2548,"Evanton, United Kingdom",en_UK,2337,2020-02,2020-02-05T05:43:34-05:00,5,1,Lovely forest walk,A fantastic walk through unspoiled forest with lots of wildlife. The remains of a nearly two thousand year old monastery dot the hillside. Beautiful environment and very peaceful. Walk tales about 1.5 hrs.  Ensure you have mosquito spray if bites trouble you
Ritigala Forest Monastery,Anuradhapura,"Anuradhapura, North Central Province",Historic Sites,User 1991,Denmark,en_US,31,2020-01,2020-01-23T06:20:43-05:00,4,0,Almost undiscovered ,"This site is perfect for travellers who wants a non-touristic experience. There are no signs and it's not all that easy to find the right way on your own. We almost missed out on most of the fun, because we couldn't seem to find the track, but luckily a guide saw us and guided us around, which included a exciting walk in the forest. The trees there are so beautiful!
Don't miss out on this! "
